OGID	esc,pips1,mef48,mef
OG10510_0	Mtap1a,Mtap1a_pips1,Mtap1a_mef48,Mtap1a_mef
OG10511_0	Mtap1b,Mtap1b_pips1,Mtap1b_mef48,Mtap1b_mef
OG10512_0	Mtap1s,Mtap1s_pips1,Mtap1s_mef48,Mtap1s_mef
OG10513_0	Mtap2,Mtap2_pips1,Mtap2_mef48,Mtap2_mef
OG10514_0	Mtap4,Mtap4_pips1,Mtap4_mef48,Mtap4_mef
OG10515_0	Mtap6,Mtap6_pips1,Mtap6_mef48,Mtap6_mef
OG10516_0	Mtap7,Mtap7_pips1,Mtap7_mef48,Mtap7_mef
OG10517_0	Mtap7d1,Mtap7d1_pips1,Mtap7d1_mef48,Mtap7d1_mef
OG10518_0	Mtap7d2,Mtap7d2_pips1,Mtap7d2_mef48,Mtap7d2_mef
OG10519_0	Mtap7d3,Mtap7d3_pips1,Mtap7d3_mef48,Mtap7d3_mef
OG10520_0	Mtap9,Mtap9_pips1,Mtap9_mef48,Mtap9_mef
OG10521_0	Mtbp,Mtbp_pips1,Mtbp_mef48,Mtbp_mef
OG10522_0	Mtch1,Mtch1_pips1,Mtch1_mef48,Mtch1_mef
OG10523_0	Mtch2,Mtch2_pips1,Mtch2_mef48,Mtch2_mef
OG10524_0	Mtcp1,Mtcp1_pips1,Mtcp1_mef48,Mtcp1_mef
OG10525_0	Mtdh,Mtdh_pips1,Mtdh_mef48,Mtdh_mef
OG10526_0	Mterf,Mterf_pips1,Mterf_mef48,Mterf_mef
OG10527_0	Mterfd1,Mterfd1_pips1,Mterfd1_mef48,Mterfd1_mef
OG10528_0	Mterfd2,Mterfd2_pips1,Mterfd2_mef48,Mterfd2_mef
OG10529_0	Mterfd3,Mterfd3_pips1,Mterfd3_mef48,Mterfd3_mef
OG10530_0	Mtf1,Mtf1_pips1,Mtf1_mef48,Mtf1_mef
OG10531_0	Mtf2,Mtf2_pips1,Mtf2_mef48,Mtf2_mef
OG10532_0	Mtfmt,Mtfmt_pips1,Mtfmt_mef48,Mtfmt_mef
OG10533_0	Mtfp1,Mtfp1_pips1,Mtfp1_mef48,Mtfp1_mef
OG10534_0	Mtfr1,Mtfr1_pips1,Mtfr1_mef48,Mtfr1_mef
OG10535_0	Mtg1,Mtg1_pips1,Mtg1_mef48,Mtg1_mef
OG10536_0	Mthfd1,Mthfd1_pips1,Mthfd1_mef48,Mthfd1_mef
OG10537_0	Mthfd1l,Mthfd1l_pips1,Mthfd1l_mef48,Mthfd1l_mef
OG10538_0	Mthfd2,Mthfd2_pips1,Mthfd2_mef48,Mthfd2_mef
OG10539_0	Mthfd2l,Mthfd2l_pips1,Mthfd2l_mef48,Mthfd2l_mef
OG10540_0	Mthfr,Mthfr_pips1,Mthfr_mef48,Mthfr_mef
OG10541_0	Mthfs,Mthfs_pips1,Mthfs_mef48,Mthfs_mef
OG10542_0	Mthfsd,Mthfsd_pips1,Mthfsd_mef48,Mthfsd_mef
OG10543_0	Mtif2,Mtif2_pips1,Mtif2_mef48,Mtif2_mef
OG10544_0	Mtif3,Mtif3_pips1,Mtif3_mef48,Mtif3_mef
OG10545_0	Mtl5,Mtl5_pips1,Mtl5_mef48,Mtl5_mef
OG10546_0	Mtm1,Mtm1_pips1,Mtm1_mef48,Mtm1_mef
OG10547_0	Mtmr1,Mtmr1_pips1,Mtmr1_mef48,Mtmr1_mef
OG10548_0	Mtmr10,Mtmr10_pips1,Mtmr10_mef48,Mtmr10_mef
OG10549_0	Mtmr11,Mtmr11_pips1,Mtmr11_mef48,Mtmr11_mef
OG10550_0	Mtmr12,Mtmr12_pips1,Mtmr12_mef48,Mtmr12_mef
OG10551_0	Mtmr14,Mtmr14_pips1,Mtmr14_mef48,Mtmr14_mef
OG10552_0	Mtmr2,Mtmr2_pips1,Mtmr2_mef48,Mtmr2_mef
OG10553_0	Mtmr3,Mtmr3_pips1,Mtmr3_mef48,Mtmr3_mef
OG10554_0	Mtmr4,Mtmr4_pips1,Mtmr4_mef48,Mtmr4_mef
OG10555_0	Mtmr6,Mtmr6_pips1,Mtmr6_mef48,Mtmr6_mef
OG10556_0	Mtmr7,Mtmr7_pips1,Mtmr7_mef48,Mtmr7_mef
OG10557_0	Mtmr9,Mtmr9_pips1,Mtmr9_mef48,Mtmr9_mef
OG10558_0	Mto1,Mto1_pips1,Mto1_mef48,Mto1_mef
OG10559_0	Mtor,Mtor_pips1,Mtor_mef48,Mtor_mef
OG10560_0	Mtpap,Mtpap_pips1,Mtpap_mef48,Mtpap_mef
OG10561_0	Mtpn,Mtpn_pips1,Mtpn_mef48,Mtpn_mef
OG10562_0	Mtr,Mtr_pips1,Mtr_mef48,Mtr_mef
OG10563_0	Mtrf1,Mtrf1_pips1,Mtrf1_mef48,Mtrf1_mef
OG10564_0	Mtrf1l,Mtrf1l_pips1,Mtrf1l_mef48,Mtrf1l_mef
OG10565_0	Mtrr,Mtrr_pips1,Mtrr_mef48,Mtrr_mef
OG10566_0	Mtss1,Mtss1_pips1,Mtss1_mef48,Mtss1_mef
OG10567_0	Mtss1l,Mtss1l_pips1,Mtss1l_mef48,Mtss1l_mef
OG10568_0	Mttp,Mttp_pips1,Mttp_mef48,Mttp_mef
OG10569_0	Mtus1,Mtus1_pips1,Mtus1_mef48,Mtus1_mef
OG10570_0	Mtus2,Mtus2_pips1,Mtus2_mef48,Mtus2_mef
OG10571_0	Mtx1,Mtx1_pips1,Mtx1_mef48,Mtx1_mef
OG10572_0	Mtx2,Mtx2_pips1,Mtx2_mef48,Mtx2_mef
OG10573_0	Mtx3,Mtx3_pips1,Mtx3_mef48,Mtx3_mef
OG10574_0	Muc1,Muc1_pips1,Muc1_mef48,Muc1_mef
OG10575_0	Muc4,Muc4_pips1,Muc4_mef48,Muc4_mef
OG10576_0	Muc6,Muc6_pips1,Muc6_mef48,Muc6_mef
OG10577_0	Mudeng,Mudeng_pips1,Mudeng_mef48,Mudeng_mef
OG10578_0	Mul1,Mul1_pips1,Mul1_mef48,Mul1_mef
OG10579_0	Mum1,Mum1_pips1,Mum1_mef48,Mum1_mef
OG10580_0	Mum1l1,Mum1l1_pips1,Mum1l1_mef48,Mum1l1_mef
OG10581_0	Mup6,Mup6_pips1,Mup6_mef48,Mup6_mef
OG10582_0	Murc,Murc_pips1,Murc_mef48,Murc_mef
OG10583_0	Mus81,Mus81_pips1,Mus81_mef48,Mus81_mef
OG10584_0	Mustn1,Mustn1_pips1,Mustn1_mef48,Mustn1_mef
OG10585_0	Mut,Mut_pips1,Mut_mef48,Mut_mef
OG10586_0	Muted,Muted_pips1,Muted_mef48,Muted_mef
OG10587_0	Mutyh,Mutyh_pips1,Mutyh_mef48,Mutyh_mef
OG10588_0	Mvd,Mvd_pips1,Mvd_mef48,Mvd_mef
OG10589_0	Mvk,Mvk_pips1,Mvk_mef48,Mvk_mef
OG10590_0	Mvp,Mvp_pips1,Mvp_mef48,Mvp_mef
OG10591_0	Mx2,Mx2_pips1,Mx2_mef48,Mx2_mef
OG10592_0	Mxd1,Mxd1_pips1,Mxd1_mef48,Mxd1_mef
OG10593_0	Mxd3,Mxd3_pips1,Mxd3_mef48,Mxd3_mef
OG10594_0	Mxd4,Mxd4_pips1,Mxd4_mef48,Mxd4_mef
OG10595_0	Mxi1,Mxi1_pips1,Mxi1_mef48,Mxi1_mef
OG10596_0	Mxra7,Mxra7_pips1,Mxra7_mef48,Mxra7_mef
OG10597_0	Mxra8,Mxra8_pips1,Mxra8_mef48,Mxra8_mef
OG10598_0	Myadm,Myadm_pips1,Myadm_mef48,Myadm_mef
OG10599_0	Myb,Myb_pips1,Myb_mef48,Myb_mef
OG10600_0	Mybbp1a,Mybbp1a_pips1,Mybbp1a_mef48,Mybbp1a_mef
OG10601_0	Mybl1,Mybl1_pips1,Mybl1_mef48,Mybl1_mef
OG10602_0	Mybl2,Mybl2_pips1,Mybl2_mef48,Mybl2_mef
OG10603_0	Mybpc2,Mybpc2_pips1,Mybpc2_mef48,Mybpc2_mef
OG10604_0	Mybph,Mybph_pips1,Mybph_mef48,Mybph_mef
OG10605_0	Myc,Myc_pips1,Myc_mef48,Myc_mef
OG10606_0	Mycbp,Mycbp_pips1,Mycbp_mef48,Mycbp_mef
OG10607_0	Mycbp2,Mycbp2_pips1,Mycbp2_mef48,Mycbp2_mef
OG10608_0	Mycbpap,Mycbpap_pips1,Mycbpap_mef48,Mycbpap_mef
OG10609_0	Mycl1,Mycl1_pips1,Mycl1_mef48,Mycl1_mef
OG10610_0	Mycn,Mycn_pips1,Mycn_mef48,Mycn_mef
OG10611_0	Myd88,Myd88_pips1,Myd88_mef48,Myd88_mef
OG10612_0	Myef2,Myef2_pips1,Myef2_mef48,Myef2_mef
OG10613_0	Myeov2,Myeov2_pips1,Myeov2_mef48,Myeov2_mef
OG10614_0	Myg1,Myg1_pips1,Myg1_mef48,Myg1_mef
OG10615_0	Myh1,Myh1_pips1,Myh1_mef48,Myh1_mef
OG10616_0	Myh10,Myh10_pips1,Myh10_mef48,Myh10_mef
OG10617_0	Myh11,Myh11_pips1,Myh11_mef48,Myh11_mef
OG10618_0	Myh13,Myh13_pips1,Myh13_mef48,Myh13_mef
OG10619_0	Myh14,Myh14_pips1,Myh14_mef48,Myh14_mef
OG10620_0	Myh6,Myh6_pips1,Myh6_mef48,Myh6_mef
OG10621_0	Myh7b,Myh7b_pips1,Myh7b_mef48,Myh7b_mef
OG10622_0	Myh9,Myh9_pips1,Myh9_mef48,Myh9_mef
OG10623_0	Myl12a,Myl12a_pips1,Myl12a_mef48,Myl12a_mef
OG10624_0	Myl12b,Myl12b_pips1,Myl12b_mef48,Myl12b_mef
OG10625_0	Myl3,Myl3_pips1,Myl3_mef48,Myl3_mef
OG10626_0	Myl4,Myl4_pips1,Myl4_mef48,Myl4_mef
OG10627_0	Myl6,Myl6_pips1,Myl6_mef48,Myl6_mef
OG10628_0	Myl6b,Myl6b_pips1,Myl6b_mef48,Myl6b_mef
OG10629_0	Myl7,Myl7_pips1,Myl7_mef48,Myl7_mef
OG10630_0	Myl9,Myl9_pips1,Myl9_mef48,Myl9_mef
OG10631_0	Mylip,Mylip_pips1,Mylip_mef48,Mylip_mef
OG10632_0	Mylk,Mylk_pips1,Mylk_mef48,Mylk_mef
OG10633_0	Mylpf,Mylpf_pips1,Mylpf_mef48,Mylpf_mef
OG10634_0	Mynn,Mynn_pips1,Mynn_mef48,Mynn_mef
OG10635_0	Myo10,Myo10_pips1,Myo10_mef48,Myo10_mef
OG10636_0	Myo15b,Myo15b_pips1,Myo15b_mef48,Myo15b_mef
OG10637_0	Myo18a,Myo18a_pips1,Myo18a_mef48,Myo18a_mef
OG10638_0	Myo19,Myo19_pips1,Myo19_mef48,Myo19_mef
OG10639_0	Myo1a,Myo1a_pips1,Myo1a_mef48,Myo1a_mef
OG10640_0	Myo1b,Myo1b_pips1,Myo1b_mef48,Myo1b_mef
OG10641_0	Myo1c,Myo1c_pips1,Myo1c_mef48,Myo1c_mef
OG10642_0	Myo1d,Myo1d_pips1,Myo1d_mef48,Myo1d_mef
OG10643_0	Myo1e,Myo1e_pips1,Myo1e_mef48,Myo1e_mef
OG10644_0	Myo1f,Myo1f_pips1,Myo1f_mef48,Myo1f_mef
OG10645_0	Myo1g,Myo1g_pips1,Myo1g_mef48,Myo1g_mef
OG10646_0	Myo1h,Myo1h_pips1,Myo1h_mef48,Myo1h_mef
OG10647_0	Myo5a,Myo5a_pips1,Myo5a_mef48,Myo5a_mef
OG10648_0	Myo5b,Myo5b_pips1,Myo5b_mef48,Myo5b_mef
OG10649_0	Myo5c,Myo5c_pips1,Myo5c_mef48,Myo5c_mef
OG10650_0	Myo6,Myo6_pips1,Myo6_mef48,Myo6_mef
OG10651_0	Myo7a,Myo7a_pips1,Myo7a_mef48,Myo7a_mef
OG10652_0	Myo9a,Myo9a_pips1,Myo9a_mef48,Myo9a_mef
OG10653_0	Myo9b,Myo9b_pips1,Myo9b_mef48,Myo9b_mef
OG10654_0	Myoc,Myoc_pips1,Myoc_mef48,Myoc_mef
OG10655_0	Myof,Myof_pips1,Myof_mef48,Myof_mef
OG10656_0	Myom1,Myom1_pips1,Myom1_mef48,Myom1_mef
OG10657_0	Myom2,Myom2_pips1,Myom2_mef48,Myom2_mef
OG10658_0	Myom3,Myom3_pips1,Myom3_mef48,Myom3_mef
OG10659_0	Mypop,Mypop_pips1,Mypop_mef48,Mypop_mef
OG10660_0	Mysm1,Mysm1_pips1,Mysm1_mef48,Mysm1_mef
OG10661_0	Myst1,Myst1_pips1,Myst1_mef48,Myst1_mef
OG10662_0	Myst2,Myst2_pips1,Myst2_mef48,Myst2_mef
OG10663_0	Myst3,Myst3_pips1,Myst3_mef48,Myst3_mef
OG10664_0	Myst4,Myst4_pips1,Myst4_mef48,Myst4_mef
OG10665_0	Myzap,Myzap_pips1,Myzap_mef48,Myzap_mef
OG10666_0	Mzf1,Mzf1_pips1,Mzf1_mef48,Mzf1_mef
OG10667_0	Mzt1,Mzt1_pips1,Mzt1_mef48,Mzt1_mef
OG10668_0	Mzt2,Mzt2_pips1,Mzt2_mef48,Mzt2_mef
OG10669_0	N4bp1,N4bp1_pips1,N4bp1_mef48,N4bp1_mef
OG10670_0	N4bp2,N4bp2_pips1,N4bp2_mef48,N4bp2_mef
OG10671_0	N4bp2l1,N4bp2l1_pips1,N4bp2l1_mef48,N4bp2l1_mef
OG10672_0	N4bp2l2,N4bp2l2_pips1,N4bp2l2_mef48,N4bp2l2_mef
OG10673_0	N4bp3,N4bp3_pips1,N4bp3_mef48,N4bp3_mef
OG10674_0	N6amt1,N6amt1_pips1,N6amt1_mef48,N6amt1_mef
OG10675_0	N6amt2,N6amt2_pips1,N6amt2_mef48,N6amt2_mef
OG10676_0	Naa10,Naa10_pips1,Naa10_mef48,Naa10_mef
OG10677_0	Naa11,Naa11_pips1,Naa11_mef48,Naa11_mef
OG10678_0	Naa15,Naa15_pips1,Naa15_mef48,Naa15_mef
OG10679_0	Naa16,Naa16_pips1,Naa16_mef48,Naa16_mef
OG10680_0	Naa20,Naa20_pips1,Naa20_mef48,Naa20_mef
OG10681_0	Naa25,Naa25_pips1,Naa25_mef48,Naa25_mef
OG10682_0	Naa30,Naa30_pips1,Naa30_mef48,Naa30_mef
OG10683_0	Naa35,Naa35_pips1,Naa35_mef48,Naa35_mef
OG10684_0	Naa38,Naa38_pips1,Naa38_mef48,Naa38_mef
OG10685_0	Naa40,Naa40_pips1,Naa40_mef48,Naa40_mef
OG10686_0	Naa50,Naa50_pips1,Naa50_mef48,Naa50_mef
OG10687_0	Naaa,Naaa_pips1,Naaa_mef48,Naaa_mef
OG10688_0	Naalad2,Naalad2_pips1,Naalad2_mef48,Naalad2_mef
OG10689_0	Naaladl1,Naaladl1_pips1,Naaladl1_mef48,Naaladl1_mef
OG10690_0	Nab1,Nab1_pips1,Nab1_mef48,Nab1_mef
OG10691_0	Nab2,Nab2_pips1,Nab2_mef48,Nab2_mef
OG10692_0	Naca,Naca_pips1,Naca_mef48,Naca_mef
OG10693_0	Nacad,Nacad_pips1,Nacad_mef48,Nacad_mef
OG10694_0	Nacc1,Nacc1_pips1,Nacc1_mef48,Nacc1_mef
OG10695_0	Nacc2,Nacc2_pips1,Nacc2_mef48,Nacc2_mef
OG10696_0	Nadk,Nadk_pips1,Nadk_mef48,Nadk_mef
OG10697_0	Nadsyn1,Nadsyn1_pips1,Nadsyn1_mef48,Nadsyn1_mef
OG10698_0	Nae1,Nae1_pips1,Nae1_mef48,Nae1_mef
OG10699_0	Naf1,Naf1_pips1,Naf1_mef48,Naf1_mef
OG10700_0	Naga,Naga_pips1,Naga_mef48,Naga_mef
OG10701_0	Nagk,Nagk_pips1,Nagk_mef48,Nagk_mef
OG10702_0	Naglu,Naglu_pips1,Naglu_mef48,Naglu_mef
OG10703_0	Nagpa,Nagpa_pips1,Nagpa_mef48,Nagpa_mef
OG10704_0	Naif1,Naif1_pips1,Naif1_mef48,Naif1_mef
OG10705_0	Naip2,Naip2_pips1,Naip2_mef48,Naip2_mef
OG10706_0	Nalcn,Nalcn_pips1,Nalcn_mef48,Nalcn_mef
OG10707_0	Nampt,Nampt_pips1,Nampt_mef48,Nampt_mef
OG10708_0	Nanog,Nanog_pips1,Nanog_mef48,Nanog_mef
OG10709_0	Nanos1,Nanos1_pips1,Nanos1_mef48,Nanos1_mef
OG10710_0	Nanos3,Nanos3_pips1,Nanos3_mef48,Nanos3_mef
OG10711_0	Nanp,Nanp_pips1,Nanp_mef48,Nanp_mef
OG10712_0	Nans,Nans_pips1,Nans_mef48,Nans_mef
OG10713_0	Nap1l1,Nap1l1_pips1,Nap1l1_mef48,Nap1l1_mef
OG10714_0	Nap1l2,Nap1l2_pips1,Nap1l2_mef48,Nap1l2_mef
OG10715_0	Nap1l3,Nap1l3_pips1,Nap1l3_mef48,Nap1l3_mef
OG10716_0	Nap1l4,Nap1l4_pips1,Nap1l4_mef48,Nap1l4_mef
OG10717_0	Nap1l5,Nap1l5_pips1,Nap1l5_mef48,Nap1l5_mef
OG10718_0	Napa,Napa_pips1,Napa_mef48,Napa_mef
OG10719_0	Napb,Napb_pips1,Napb_mef48,Napb_mef
OG10720_0	Napepld,Napepld_pips1,Napepld_mef48,Napepld_mef
OG10721_0	Napg,Napg_pips1,Napg_mef48,Napg_mef
OG10722_0	Naprt1,Naprt1_pips1,Naprt1_mef48,Naprt1_mef
OG10723_0	Napsa,Napsa_pips1,Napsa_mef48,Napsa_mef
OG10724_0	Narf,Narf_pips1,Narf_mef48,Narf_mef
OG10725_0	Narfl,Narfl_pips1,Narfl_mef48,Narfl_mef
OG10726_0	Narg2,Narg2_pips1,Narg2_mef48,Narg2_mef
OG10727_0	Nars,Nars_pips1,Nars_mef48,Nars_mef
OG10728_0	Nars2,Nars2_pips1,Nars2_mef48,Nars2_mef
OG10729_0	Nasp,Nasp_pips1,Nasp_mef48,Nasp_mef
OG10730_0	Nat1,Nat1_pips1,Nat1_mef48,Nat1_mef
OG10731_0	Nat10,Nat10_pips1,Nat10_mef48,Nat10_mef
OG10732_0	Nat14,Nat14_pips1,Nat14_mef48,Nat14_mef
OG10733_0	Nat15,Nat15_pips1,Nat15_mef48,Nat15_mef
OG10734_0	Nat2,Nat2_pips1,Nat2_mef48,Nat2_mef
OG10735_0	Nat6,Nat6_pips1,Nat6_mef48,Nat6_mef
OG10736_0	Nat8l,Nat8l_pips1,Nat8l_mef48,Nat8l_mef
OG10737_0	Nat9,Nat9_pips1,Nat9_mef48,Nat9_mef
OG10738_0	Nav1,Nav1_pips1,Nav1_mef48,Nav1_mef
OG10739_0	Nav2,Nav2_pips1,Nav2_mef48,Nav2_mef
OG10740_0	Nav3,Nav3_pips1,Nav3_mef48,Nav3_mef
OG10741_0	Nbas,Nbas_pips1,Nbas_mef48,Nbas_mef
OG10742_0	Nbea,Nbea_pips1,Nbea_mef48,Nbea_mef
OG10743_0	Nbeal1,Nbeal1_pips1,Nbeal1_mef48,Nbeal1_mef
OG10744_0	Nbeal2,Nbeal2_pips1,Nbeal2_mef48,Nbeal2_mef
OG10745_0	Nbl1,Nbl1_pips1,Nbl1_mef48,Nbl1_mef
OG10746_0	Nbn,Nbn_pips1,Nbn_mef48,Nbn_mef
OG10747_0	Nbr1,Nbr1_pips1,Nbr1_mef48,Nbr1_mef
OG10748_0	Ncald,Ncald_pips1,Ncald_mef48,Ncald_mef
OG10749_0	Ncam1,Ncam1_pips1,Ncam1_mef48,Ncam1_mef
OG10750_0	Ncan,Ncan_pips1,Ncan_mef48,Ncan_mef
OG10751_0	Ncapd2,Ncapd2_pips1,Ncapd2_mef48,Ncapd2_mef
OG10752_0	Ncapd3,Ncapd3_pips1,Ncapd3_mef48,Ncapd3_mef
OG10753_0	Ncapg,Ncapg_pips1,Ncapg_mef48,Ncapg_mef
OG10754_0	Ncapg2,Ncapg2_pips1,Ncapg2_mef48,Ncapg2_mef
OG10755_0	Ncaph,Ncaph_pips1,Ncaph_mef48,Ncaph_mef
OG10756_0	Ncaph2,Ncaph2_pips1,Ncaph2_mef48,Ncaph2_mef
OG10757_0	Ncbp1,Ncbp1_pips1,Ncbp1_mef48,Ncbp1_mef
OG10758_0	Ncbp2,Ncbp2_pips1,Ncbp2_mef48,Ncbp2_mef
OG10759_0	Nccrp1,Nccrp1_pips1,Nccrp1_mef48,Nccrp1_mef
OG10760_0	Ncdn,Ncdn_pips1,Ncdn_mef48,Ncdn_mef
OG10761_0	Nceh1,Nceh1_pips1,Nceh1_mef48,Nceh1_mef
OG10762_0	Ncf1,Ncf1_pips1,Ncf1_mef48,Ncf1_mef
OG10763_0	Ncf2,Ncf2_pips1,Ncf2_mef48,Ncf2_mef
OG10764_0	Ncf4,Ncf4_pips1,Ncf4_mef48,Ncf4_mef
OG10765_0	Nck1,Nck1_pips1,Nck1_mef48,Nck1_mef
OG10766_0	Nck2,Nck2_pips1,Nck2_mef48,Nck2_mef
OG10767_0	Nckap1,Nckap1_pips1,Nckap1_mef48,Nckap1_mef
OG10768_0	Nckap1l,Nckap1l_pips1,Nckap1l_mef48,Nckap1l_mef
OG10769_0	Nckap5,Nckap5_pips1,Nckap5_mef48,Nckap5_mef
OG10770_0	Nckap5l,Nckap5l_pips1,Nckap5l_mef48,Nckap5l_mef
OG10771_0	Nckipsd,Nckipsd_pips1,Nckipsd_mef48,Nckipsd_mef
OG10772_0	Ncl,Ncl_pips1,Ncl_mef48,Ncl_mef
OG10773_0	Ncln,Ncln_pips1,Ncln_mef48,Ncln_mef
OG10774_0	Ncoa1,Ncoa1_pips1,Ncoa1_mef48,Ncoa1_mef
OG10775_0	Ncoa2,Ncoa2_pips1,Ncoa2_mef48,Ncoa2_mef
OG10776_0	Ncoa3,Ncoa3_pips1,Ncoa3_mef48,Ncoa3_mef
OG10777_0	Ncoa4,Ncoa4_pips1,Ncoa4_mef48,Ncoa4_mef
OG10778_0	Ncoa5,Ncoa5_pips1,Ncoa5_mef48,Ncoa5_mef
OG10779_0	Ncoa6,Ncoa6_pips1,Ncoa6_mef48,Ncoa6_mef
OG10780_0	Ncoa7,Ncoa7_pips1,Ncoa7_mef48,Ncoa7_mef
OG10781_0	Ncor1,Ncor1_pips1,Ncor1_mef48,Ncor1_mef
OG10782_0	Ncor2,Ncor2_pips1,Ncor2_mef48,Ncor2_mef
OG10783_0	Ncrna00085,Ncrna00085_pips1,Ncrna00085_mef48,Ncrna00085_mef
OG10784_0	Ncrna00086,Ncrna00086_pips1,Ncrna00086_mef48,Ncrna00086_mef
OG10785_0	Ncs1,Ncs1_pips1,Ncs1_mef48,Ncs1_mef
OG10786_0	Ncstn,Ncstn_pips1,Ncstn_mef48,Ncstn_mef
OG10787_0	Ndc80,Ndc80_pips1,Ndc80_mef48,Ndc80_mef
OG10788_0	Nde1,Nde1_pips1,Nde1_mef48,Nde1_mef
OG10789_0	Ndel1,Ndel1_pips1,Ndel1_mef48,Ndel1_mef
OG10790_0	Ndfip1,Ndfip1_pips1,Ndfip1_mef48,Ndfip1_mef
OG10791_0	Ndfip2,Ndfip2_pips1,Ndfip2_mef48,Ndfip2_mef
OG10792_0	Ndn,Ndn_pips1,Ndn_mef48,Ndn_mef
OG10793_0	Ndnl2,Ndnl2_pips1,Ndnl2_mef48,Ndnl2_mef
OG10794_0	Ndor1,Ndor1_pips1,Ndor1_mef48,Ndor1_mef
OG10795_0	Ndrg1,Ndrg1_pips1,Ndrg1_mef48,Ndrg1_mef
OG10796_0	Ndrg2,Ndrg2_pips1,Ndrg2_mef48,Ndrg2_mef
OG10797_0	Ndrg3,Ndrg3_pips1,Ndrg3_mef48,Ndrg3_mef
OG10798_0	Ndrg4,Ndrg4_pips1,Ndrg4_mef48,Ndrg4_mef
OG10799_0	Ndst1,Ndst1_pips1,Ndst1_mef48,Ndst1_mef
OG10800_0	Ndst2,Ndst2_pips1,Ndst2_mef48,Ndst2_mef
OG10801_0	Ndst4,Ndst4_pips1,Ndst4_mef48,Ndst4_mef
OG10802_0	Ndufa1,Ndufa1_pips1,Ndufa1_mef48,Ndufa1_mef
OG10803_0	Ndufa10,Ndufa10_pips1,Ndufa10_mef48,Ndufa10_mef
OG10804_0	Ndufa11,Ndufa11_pips1,Ndufa11_mef48,Ndufa11_mef
OG10805_0	Ndufa12,Ndufa12_pips1,Ndufa12_mef48,Ndufa12_mef
OG10806_0	Ndufa13,Ndufa13_pips1,Ndufa13_mef48,Ndufa13_mef
OG10807_0	Ndufa2,Ndufa2_pips1,Ndufa2_mef48,Ndufa2_mef
OG10808_0	Ndufa3,Ndufa3_pips1,Ndufa3_mef48,Ndufa3_mef
OG10809_0	Ndufa4,Ndufa4_pips1,Ndufa4_mef48,Ndufa4_mef
OG10810_0	Ndufa4l2,Ndufa4l2_pips1,Ndufa4l2_mef48,Ndufa4l2_mef
OG10811_0	Ndufa5,Ndufa5_pips1,Ndufa5_mef48,Ndufa5_mef
OG10812_0	Ndufa6,Ndufa6_pips1,Ndufa6_mef48,Ndufa6_mef
OG10813_0	Ndufa7,Ndufa7_pips1,Ndufa7_mef48,Ndufa7_mef
OG10814_0	Ndufa8,Ndufa8_pips1,Ndufa8_mef48,Ndufa8_mef
OG10815_0	Ndufa9,Ndufa9_pips1,Ndufa9_mef48,Ndufa9_mef
OG10816_0	Ndufab1,Ndufab1_pips1,Ndufab1_mef48,Ndufab1_mef
OG10817_0	Ndufaf1,Ndufaf1_pips1,Ndufaf1_mef48,Ndufaf1_mef
OG10818_0	Ndufaf2,Ndufaf2_pips1,Ndufaf2_mef48,Ndufaf2_mef
OG10819_0	Ndufaf3,Ndufaf3_pips1,Ndufaf3_mef48,Ndufaf3_mef
OG10820_0	Ndufaf4,Ndufaf4_pips1,Ndufaf4_mef48,Ndufaf4_mef
OG10821_0	Ndufb10,Ndufb10_pips1,Ndufb10_mef48,Ndufb10_mef
OG10822_0	Ndufb11,Ndufb11_pips1,Ndufb11_mef48,Ndufb11_mef
OG10823_0	Ndufb2,Ndufb2_pips1,Ndufb2_mef48,Ndufb2_mef
OG10824_0	Ndufb3,Ndufb3_pips1,Ndufb3_mef48,Ndufb3_mef
OG10825_0	Ndufb4,Ndufb4_pips1,Ndufb4_mef48,Ndufb4_mef
OG10826_0	Ndufb5,Ndufb5_pips1,Ndufb5_mef48,Ndufb5_mef
OG10827_0	Ndufb6,Ndufb6_pips1,Ndufb6_mef48,Ndufb6_mef
OG10828_0	Ndufb7,Ndufb7_pips1,Ndufb7_mef48,Ndufb7_mef
OG10829_0	Ndufb8,Ndufb8_pips1,Ndufb8_mef48,Ndufb8_mef
OG10830_0	Ndufb9,Ndufb9_pips1,Ndufb9_mef48,Ndufb9_mef
OG10831_0	Ndufc1,Ndufc1_pips1,Ndufc1_mef48,Ndufc1_mef
OG10832_0	Ndufc2,Ndufc2_pips1,Ndufc2_mef48,Ndufc2_mef
OG10833_0	Ndufs1,Ndufs1_pips1,Ndufs1_mef48,Ndufs1_mef
OG10834_0	Ndufs2,Ndufs2_pips1,Ndufs2_mef48,Ndufs2_mef
OG10835_0	Ndufs3,Ndufs3_pips1,Ndufs3_mef48,Ndufs3_mef
OG10836_0	Ndufs4,Ndufs4_pips1,Ndufs4_mef48,Ndufs4_mef
OG10837_0	Ndufs5,Ndufs5_pips1,Ndufs5_mef48,Ndufs5_mef
OG10838_0	Ndufs6,Ndufs6_pips1,Ndufs6_mef48,Ndufs6_mef
OG10839_0	Ndufs7,Ndufs7_pips1,Ndufs7_mef48,Ndufs7_mef
OG10840_0	Ndufs8,Ndufs8_pips1,Ndufs8_mef48,Ndufs8_mef
OG10841_0	Ndufv1,Ndufv1_pips1,Ndufv1_mef48,Ndufv1_mef
