OGID	esc,pips1,mef48,mef
OG1733_0	Aldh1b1,Aldh1b1_pips1,Aldh1b1_mef48,Aldh1b1_mef
OG1734_0	Aldh1l1,Aldh1l1_pips1,Aldh1l1_mef48,Aldh1l1_mef
OG1735_0	Aldh1l2,Aldh1l2_pips1,Aldh1l2_mef48,Aldh1l2_mef
OG1736_0	Aldh2,Aldh2_pips1,Aldh2_mef48,Aldh2_mef
OG1737_0	Aldh3a1,Aldh3a1_pips1,Aldh3a1_mef48,Aldh3a1_mef
OG1738_0	Aldh3a2,Aldh3a2_pips1,Aldh3a2_mef48,Aldh3a2_mef
OG1739_0	Aldh3b1,Aldh3b1_pips1,Aldh3b1_mef48,Aldh3b1_mef
OG1740_0	Aldh3b2,Aldh3b2_pips1,Aldh3b2_mef48,Aldh3b2_mef
OG1741_0	Aldh4a1,Aldh4a1_pips1,Aldh4a1_mef48,Aldh4a1_mef
OG1742_0	Aldh5a1,Aldh5a1_pips1,Aldh5a1_mef48,Aldh5a1_mef
OG1743_0	Aldh6a1,Aldh6a1_pips1,Aldh6a1_mef48,Aldh6a1_mef
OG1744_0	Aldh7a1,Aldh7a1_pips1,Aldh7a1_mef48,Aldh7a1_mef
OG1745_0	Aldh9a1,Aldh9a1_pips1,Aldh9a1_mef48,Aldh9a1_mef
OG1746_0	Aldoa,Aldoa_pips1,Aldoa_mef48,Aldoa_mef
OG1747_0	Aldoc,Aldoc_pips1,Aldoc_mef48,Aldoc_mef
OG1748_0	Alg1,Alg1_pips1,Alg1_mef48,Alg1_mef
OG1749_0	Alg10b,Alg10b_pips1,Alg10b_mef48,Alg10b_mef
OG1750_0	Alg11,Alg11_pips1,Alg11_mef48,Alg11_mef
OG1751_0	Alg12,Alg12_pips1,Alg12_mef48,Alg12_mef
OG1752_0	Alg13,Alg13_pips1,Alg13_mef48,Alg13_mef
OG1753_0	Alg14,Alg14_pips1,Alg14_mef48,Alg14_mef
OG1754_0	Alg2,Alg2_pips1,Alg2_mef48,Alg2_mef
OG1755_0	Alg3,Alg3_pips1,Alg3_mef48,Alg3_mef
OG1756_0	Alg5,Alg5_pips1,Alg5_mef48,Alg5_mef
OG1757_0	Alg6,Alg6_pips1,Alg6_mef48,Alg6_mef
OG1758_0	Alg8,Alg8_pips1,Alg8_mef48,Alg8_mef
OG1759_0	Alg9,Alg9_pips1,Alg9_mef48,Alg9_mef
OG1760_0	Alkbh1,Alkbh1_pips1,Alkbh1_mef48,Alkbh1_mef
OG1761_0	Alkbh1.1,Alkbh1.1_pips1,Alkbh1.1_mef48,Alkbh1.1_mef
OG1762_0	Alkbh2,Alkbh2_pips1,Alkbh2_mef48,Alkbh2_mef
OG1763_0	Alkbh3,Alkbh3_pips1,Alkbh3_mef48,Alkbh3_mef
OG1764_0	Alkbh4,Alkbh4_pips1,Alkbh4_mef48,Alkbh4_mef
OG1765_0	Alkbh5,Alkbh5_pips1,Alkbh5_mef48,Alkbh5_mef
OG1766_0	Alkbh6,Alkbh6_pips1,Alkbh6_mef48,Alkbh6_mef
OG1767_0	Alkbh7,Alkbh7_pips1,Alkbh7_mef48,Alkbh7_mef
OG1768_0	Alkbh8,Alkbh8_pips1,Alkbh8_mef48,Alkbh8_mef
OG1769_0	Alms1,Alms1_pips1,Alms1_mef48,Alms1_mef
OG1770_0	Alox12,Alox12_pips1,Alox12_mef48,Alox12_mef
OG1771_0	Alox12b,Alox12b_pips1,Alox12b_mef48,Alox12b_mef
OG1772_0	Alox15,Alox15_pips1,Alox15_mef48,Alox15_mef
OG1773_0	Alox5,Alox5_pips1,Alox5_mef48,Alox5_mef
OG1774_0	Alox5ap,Alox5ap_pips1,Alox5ap_mef48,Alox5ap_mef
OG1775_0	Alox8,Alox8_pips1,Alox8_mef48,Alox8_mef
OG1776_0	Aloxe3,Aloxe3_pips1,Aloxe3_mef48,Aloxe3_mef
OG1777_0	Alpk1,Alpk1_pips1,Alpk1_mef48,Alpk1_mef
OG1778_0	Alpk3,Alpk3_pips1,Alpk3_mef48,Alpk3_mef
OG1779_0	Alpl,Alpl_pips1,Alpl_mef48,Alpl_mef
OG1780_0	Als2,Als2_pips1,Als2_mef48,Als2_mef
OG1781_0	Als2cl,Als2cl_pips1,Als2cl_mef48,Als2cl_mef
OG1782_0	Als2cr4,Als2cr4_pips1,Als2cr4_mef48,Als2cr4_mef
OG1783_0	Alx4,Alx4_pips1,Alx4_mef48,Alx4_mef
OG1784_0	Alyref,Alyref_pips1,Alyref_mef48,Alyref_mef
OG1785_0	Alyref2,Alyref2_pips1,Alyref2_mef48,Alyref2_mef
OG1786_0	Amacr,Amacr_pips1,Amacr_mef48,Amacr_mef
OG1787_0	Ambra1,Ambra1_pips1,Ambra1_mef48,Ambra1_mef
OG1788_0	Amd-ps3,Amd-ps3_pips1,Amd-ps3_mef48,Amd-ps3_mef
OG1789_0	Amd1,Amd1_pips1,Amd1_mef48,Amd1_mef
OG1790_0	Amd2,Amd2_pips1,Amd2_mef48,Amd2_mef
OG1791_0	Amdhd2,Amdhd2_pips1,Amdhd2_mef48,Amdhd2_mef
OG1792_0	Amfr,Amfr_pips1,Amfr_mef48,Amfr_mef
OG1793_0	Amh,Amh_pips1,Amh_mef48,Amh_mef
OG1794_0	Amhr2,Amhr2_pips1,Amhr2_mef48,Amhr2_mef
OG1795_0	Amigo1,Amigo1_pips1,Amigo1_mef48,Amigo1_mef
OG1796_0	Amigo2,Amigo2_pips1,Amigo2_mef48,Amigo2_mef
OG1797_0	Amigo3,Amigo3_pips1,Amigo3_mef48,Amigo3_mef
OG1798_0	Ammecr1,Ammecr1_pips1,Ammecr1_mef48,Ammecr1_mef
OG1799_0	Ammecr1l,Ammecr1l_pips1,Ammecr1l_mef48,Ammecr1l_mef
OG1800_0	Amn,Amn_pips1,Amn_mef48,Amn_mef
OG1801_0	Amn1,Amn1_pips1,Amn1_mef48,Amn1_mef
OG1802_0	Amot,Amot_pips1,Amot_mef48,Amot_mef
OG1803_0	Amotl1,Amotl1_pips1,Amotl1_mef48,Amotl1_mef
OG1804_0	Amotl2,Amotl2_pips1,Amotl2_mef48,Amotl2_mef
OG1805_0	Ampd2,Ampd2_pips1,Ampd2_mef48,Ampd2_mef
OG1806_0	Ampd3,Ampd3_pips1,Ampd3_mef48,Ampd3_mef
OG1807_0	Amph,Amph_pips1,Amph_mef48,Amph_mef
OG1808_0	Amt,Amt_pips1,Amt_mef48,Amt_mef
OG1809_0	Amz1,Amz1_pips1,Amz1_mef48,Amz1_mef
OG1810_0	Amz2,Amz2_pips1,Amz2_mef48,Amz2_mef
OG1811_0	Anapc1,Anapc1_pips1,Anapc1_mef48,Anapc1_mef
OG1812_0	Anapc10,Anapc10_pips1,Anapc10_mef48,Anapc10_mef
OG1813_0	Anapc11,Anapc11_pips1,Anapc11_mef48,Anapc11_mef
OG1814_0	Anapc13,Anapc13_pips1,Anapc13_mef48,Anapc13_mef
OG1815_0	Anapc16,Anapc16_pips1,Anapc16_mef48,Anapc16_mef
OG1816_0	Anapc2,Anapc2_pips1,Anapc2_mef48,Anapc2_mef
OG1817_0	Anapc4,Anapc4_pips1,Anapc4_mef48,Anapc4_mef
OG1818_0	Anapc5,Anapc5_pips1,Anapc5_mef48,Anapc5_mef
OG1819_0	Anapc7,Anapc7_pips1,Anapc7_mef48,Anapc7_mef
OG1820_0	Ang,Ang_pips1,Ang_mef48,Ang_mef
OG1821_0	Angel1,Angel1_pips1,Angel1_mef48,Angel1_mef
OG1822_0	Angel2,Angel2_pips1,Angel2_mef48,Angel2_mef
OG1823_0	Angpt1,Angpt1_pips1,Angpt1_mef48,Angpt1_mef
OG1824_0	Angpt2,Angpt2_pips1,Angpt2_mef48,Angpt2_mef
OG1825_0	Angpt4,Angpt4_pips1,Angpt4_mef48,Angpt4_mef
OG1826_0	Angptl1,Angptl1_pips1,Angptl1_mef48,Angptl1_mef
OG1827_0	Angptl2,Angptl2_pips1,Angptl2_mef48,Angptl2_mef
OG1828_0	Angptl4,Angptl4_pips1,Angptl4_mef48,Angptl4_mef
OG1829_0	Angptl6,Angptl6_pips1,Angptl6_mef48,Angptl6_mef
OG1830_0	Angptl7,Angptl7_pips1,Angptl7_mef48,Angptl7_mef
OG1831_0	Ank,Ank_pips1,Ank_mef48,Ank_mef
OG1832_0	Ank1,Ank1_pips1,Ank1_mef48,Ank1_mef
OG1833_0	Ank2,Ank2_pips1,Ank2_mef48,Ank2_mef
OG1834_0	Ank3,Ank3_pips1,Ank3_mef48,Ank3_mef
OG1835_0	Ankdd1b,Ankdd1b_pips1,Ankdd1b_mef48,Ankdd1b_mef
OG1836_0	Ankfy1,Ankfy1_pips1,Ankfy1_mef48,Ankfy1_mef
OG1837_0	Ankhd1,Ankhd1_pips1,Ankhd1_mef48,Ankhd1_mef
OG1838_0	Ankib1,Ankib1_pips1,Ankib1_mef48,Ankib1_mef
OG1839_0	Ankle1,Ankle1_pips1,Ankle1_mef48,Ankle1_mef
OG1840_0	Ankle2,Ankle2_pips1,Ankle2_mef48,Ankle2_mef
OG1841_0	Ankmy2,Ankmy2_pips1,Ankmy2_mef48,Ankmy2_mef
OG1842_0	Ankra2,Ankra2_pips1,Ankra2_mef48,Ankra2_mef
OG1843_0	Ankrd1,Ankrd1_pips1,Ankrd1_mef48,Ankrd1_mef
OG1844_0	Ankrd10,Ankrd10_pips1,Ankrd10_mef48,Ankrd10_mef
OG1845_0	Ankrd11,Ankrd11_pips1,Ankrd11_mef48,Ankrd11_mef
OG1846_0	Ankrd12,Ankrd12_pips1,Ankrd12_mef48,Ankrd12_mef
OG1847_0	Ankrd13a,Ankrd13a_pips1,Ankrd13a_mef48,Ankrd13a_mef
OG1848_0	Ankrd13b,Ankrd13b_pips1,Ankrd13b_mef48,Ankrd13b_mef
OG1849_0	Ankrd13c,Ankrd13c_pips1,Ankrd13c_mef48,Ankrd13c_mef
OG1850_0	Ankrd13d,Ankrd13d_pips1,Ankrd13d_mef48,Ankrd13d_mef
OG1851_0	Ankrd16,Ankrd16_pips1,Ankrd16_mef48,Ankrd16_mef
OG1852_0	Ankrd17,Ankrd17_pips1,Ankrd17_mef48,Ankrd17_mef
OG1853_0	Ankrd22,Ankrd22_pips1,Ankrd22_mef48,Ankrd22_mef
OG1854_0	Ankrd23,Ankrd23_pips1,Ankrd23_mef48,Ankrd23_mef
OG1855_0	Ankrd24,Ankrd24_pips1,Ankrd24_mef48,Ankrd24_mef
OG1856_0	Ankrd26,Ankrd26_pips1,Ankrd26_mef48,Ankrd26_mef
OG1857_0	Ankrd27,Ankrd27_pips1,Ankrd27_mef48,Ankrd27_mef
OG1858_0	Ankrd28,Ankrd28_pips1,Ankrd28_mef48,Ankrd28_mef
OG1859_0	Ankrd29,Ankrd29_pips1,Ankrd29_mef48,Ankrd29_mef
OG1860_0	Ankrd32,Ankrd32_pips1,Ankrd32_mef48,Ankrd32_mef
OG1861_0	Ankrd33b,Ankrd33b_pips1,Ankrd33b_mef48,Ankrd33b_mef
OG1862_0	Ankrd34a,Ankrd34a_pips1,Ankrd34a_mef48,Ankrd34a_mef
OG1863_0	Ankrd35,Ankrd35_pips1,Ankrd35_mef48,Ankrd35_mef
OG1864_0	Ankrd37,Ankrd37_pips1,Ankrd37_mef48,Ankrd37_mef
OG1865_0	Ankrd39,Ankrd39_pips1,Ankrd39_mef48,Ankrd39_mef
OG1866_0	Ankrd40,Ankrd40_pips1,Ankrd40_mef48,Ankrd40_mef
OG1867_0	Ankrd42,Ankrd42_pips1,Ankrd42_mef48,Ankrd42_mef
OG1868_0	Ankrd44,Ankrd44_pips1,Ankrd44_mef48,Ankrd44_mef
OG1869_0	Ankrd45,Ankrd45_pips1,Ankrd45_mef48,Ankrd45_mef
OG1870_0	Ankrd46,Ankrd46_pips1,Ankrd46_mef48,Ankrd46_mef
OG1871_0	Ankrd49,Ankrd49_pips1,Ankrd49_mef48,Ankrd49_mef
OG1872_0	Ankrd50,Ankrd50_pips1,Ankrd50_mef48,Ankrd50_mef
OG1873_0	Ankrd52,Ankrd52_pips1,Ankrd52_mef48,Ankrd52_mef
OG1874_0	Ankrd54,Ankrd54_pips1,Ankrd54_mef48,Ankrd54_mef
OG1875_0	Ankrd55,Ankrd55_pips1,Ankrd55_mef48,Ankrd55_mef
OG1876_0	Ankrd6,Ankrd6_pips1,Ankrd6_mef48,Ankrd6_mef
OG1877_0	Ankrd61,Ankrd61_pips1,Ankrd61_mef48,Ankrd61_mef
OG1878_0	Ankrd9,Ankrd9_pips1,Ankrd9_mef48,Ankrd9_mef
OG1879_0	Anks1,Anks1_pips1,Anks1_mef48,Anks1_mef
OG1880_0	Anks3,Anks3_pips1,Anks3_mef48,Anks3_mef
OG1881_0	Anks6,Anks6_pips1,Anks6_mef48,Anks6_mef
OG1882_0	Ankzf1,Ankzf1_pips1,Ankzf1_mef48,Ankzf1_mef
OG1883_0	Anln,Anln_pips1,Anln_mef48,Anln_mef
OG1884_0	Ano1,Ano1_pips1,Ano1_mef48,Ano1_mef
OG1885_0	Ano10,Ano10_pips1,Ano10_mef48,Ano10_mef
OG1886_0	Ano3,Ano3_pips1,Ano3_mef48,Ano3_mef
OG1887_0	Ano4,Ano4_pips1,Ano4_mef48,Ano4_mef
OG1888_0	Ano5,Ano5_pips1,Ano5_mef48,Ano5_mef
OG1889_0	Ano6,Ano6_pips1,Ano6_mef48,Ano6_mef
OG1890_0	Ano8,Ano8_pips1,Ano8_mef48,Ano8_mef
OG1891_0	Ano9,Ano9_pips1,Ano9_mef48,Ano9_mef
OG1892_0	Anp32a,Anp32a_pips1,Anp32a_mef48,Anp32a_mef
OG1893_0	Anp32b,Anp32b_pips1,Anp32b_mef48,Anp32b_mef
OG1894_0	Anp32b-ps1,Anp32b-ps1_pips1,Anp32b-ps1_mef48,Anp32b-ps1_mef
OG1895_0	Anp32e,Anp32e_pips1,Anp32e_mef48,Anp32e_mef
OG1896_0	Anpep,Anpep_pips1,Anpep_mef48,Anpep_mef
OG1897_0	Antxr1,Antxr1_pips1,Antxr1_mef48,Antxr1_mef
OG1898_0	Antxr2,Antxr2_pips1,Antxr2_mef48,Antxr2_mef
OG1899_0	Anubl1,Anubl1_pips1,Anubl1_mef48,Anubl1_mef
OG1900_0	Anxa1,Anxa1_pips1,Anxa1_mef48,Anxa1_mef
OG1901_0	Anxa11,Anxa11_pips1,Anxa11_mef48,Anxa11_mef
OG1902_0	Anxa2,Anxa2_pips1,Anxa2_mef48,Anxa2_mef
OG1903_0	Anxa3,Anxa3_pips1,Anxa3_mef48,Anxa3_mef
OG1904_0	Anxa4,Anxa4_pips1,Anxa4_mef48,Anxa4_mef
OG1905_0	Anxa5,Anxa5_pips1,Anxa5_mef48,Anxa5_mef
OG1906_0	Anxa6,Anxa6_pips1,Anxa6_mef48,Anxa6_mef
OG1907_0	Anxa7,Anxa7_pips1,Anxa7_mef48,Anxa7_mef
OG1908_0	Anxa8,Anxa8_pips1,Anxa8_mef48,Anxa8_mef
OG1909_0	Anxa9,Anxa9_pips1,Anxa9_mef48,Anxa9_mef
OG1910_0	Aoah,Aoah_pips1,Aoah_mef48,Aoah_mef
OG1911_0	Aoc2,Aoc2_pips1,Aoc2_mef48,Aoc2_mef
OG1912_0	Aoc3,Aoc3_pips1,Aoc3_mef48,Aoc3_mef
OG1913_0	Aox1,Aox1_pips1,Aox1_mef48,Aox1_mef
OG1914_0	Aox3,Aox3_pips1,Aox3_mef48,Aox3_mef
OG1915_0	Ap1ar,Ap1ar_pips1,Ap1ar_mef48,Ap1ar_mef
OG1916_0	Ap1b1,Ap1b1_pips1,Ap1b1_mef48,Ap1b1_mef
OG1917_0	Ap1g1,Ap1g1_pips1,Ap1g1_mef48,Ap1g1_mef
OG1918_0	Ap1g2,Ap1g2_pips1,Ap1g2_mef48,Ap1g2_mef
OG1919_0	Ap1m1,Ap1m1_pips1,Ap1m1_mef48,Ap1m1_mef
OG1920_0	Ap1m2,Ap1m2_pips1,Ap1m2_mef48,Ap1m2_mef
OG1921_0	Ap1s1,Ap1s1_pips1,Ap1s1_mef48,Ap1s1_mef
OG1922_0	Ap1s2,Ap1s2_pips1,Ap1s2_mef48,Ap1s2_mef
OG1923_0	Ap1s3,Ap1s3_pips1,Ap1s3_mef48,Ap1s3_mef
OG1924_0	Ap2a1,Ap2a1_pips1,Ap2a1_mef48,Ap2a1_mef
OG1925_0	Ap2a2,Ap2a2_pips1,Ap2a2_mef48,Ap2a2_mef
OG1926_0	Ap2b1,Ap2b1_pips1,Ap2b1_mef48,Ap2b1_mef
OG1927_0	Ap2m1,Ap2m1_pips1,Ap2m1_mef48,Ap2m1_mef
OG1928_0	Ap2s1,Ap2s1_pips1,Ap2s1_mef48,Ap2s1_mef
OG1929_0	Ap3b1,Ap3b1_pips1,Ap3b1_mef48,Ap3b1_mef
OG1930_0	Ap3b2,Ap3b2_pips1,Ap3b2_mef48,Ap3b2_mef
OG1931_0	Ap3d1,Ap3d1_pips1,Ap3d1_mef48,Ap3d1_mef
OG1932_0	Ap3m1,Ap3m1_pips1,Ap3m1_mef48,Ap3m1_mef
OG1933_0	Ap3m2,Ap3m2_pips1,Ap3m2_mef48,Ap3m2_mef
OG1934_0	Ap3s1,Ap3s1_pips1,Ap3s1_mef48,Ap3s1_mef
OG1935_0	Ap3s1-ps1,Ap3s1-ps1_pips1,Ap3s1-ps1_mef48,Ap3s1-ps1_mef
OG1936_0	Ap3s2,Ap3s2_pips1,Ap3s2_mef48,Ap3s2_mef
OG1937_0	Ap4b1,Ap4b1_pips1,Ap4b1_mef48,Ap4b1_mef
OG1938_0	Ap4e1,Ap4e1_pips1,Ap4e1_mef48,Ap4e1_mef
OG1939_0	Ap4m1,Ap4m1_pips1,Ap4m1_mef48,Ap4m1_mef
OG1940_0	Ap4s1,Ap4s1_pips1,Ap4s1_mef48,Ap4s1_mef
OG1941_0	Apaf1,Apaf1_pips1,Apaf1_mef48,Apaf1_mef
OG1942_0	Apba1,Apba1_pips1,Apba1_mef48,Apba1_mef
OG1943_0	Apba2,Apba2_pips1,Apba2_mef48,Apba2_mef
OG1944_0	Apba3,Apba3_pips1,Apba3_mef48,Apba3_mef
OG1945_0	Apbb1,Apbb1_pips1,Apbb1_mef48,Apbb1_mef
OG1946_0	Apbb1ip,Apbb1ip_pips1,Apbb1ip_mef48,Apbb1ip_mef
OG1947_0	Apbb2,Apbb2_pips1,Apbb2_mef48,Apbb2_mef
OG1948_0	Apbb3,Apbb3_pips1,Apbb3_mef48,Apbb3_mef
OG1949_0	Apc,Apc_pips1,Apc_mef48,Apc_mef
OG1950_0	Apc-ps1,Apc-ps1_pips1,Apc-ps1_mef48,Apc-ps1_mef
OG1951_0	Apc2,Apc2_pips1,Apc2_mef48,Apc2_mef
OG1952_0	Apcdd1,Apcdd1_pips1,Apcdd1_mef48,Apcdd1_mef
OG1953_0	Apeh,Apeh_pips1,Apeh_mef48,Apeh_mef
OG1954_0	Apex1,Apex1_pips1,Apex1_mef48,Apex1_mef
OG1955_0	Apex2,Apex2_pips1,Apex2_mef48,Apex2_mef
OG1956_0	Aph1a,Aph1a_pips1,Aph1a_mef48,Aph1a_mef
OG1957_0	Aph1b,Aph1b_pips1,Aph1b_mef48,Aph1b_mef
OG1958_0	Aph1c,Aph1c_pips1,Aph1c_mef48,Aph1c_mef
OG1959_0	Api5,Api5_pips1,Api5_mef48,Api5_mef
OG1960_0	Apip,Apip_pips1,Apip_mef48,Apip_mef
OG1961_0	Apitd1,Apitd1_pips1,Apitd1_mef48,Apitd1_mef
OG1962_0	Aplf,Aplf_pips1,Aplf_mef48,Aplf_mef
OG1963_0	Apln,Apln_pips1,Apln_mef48,Apln_mef
OG1964_0	Aplp1,Aplp1_pips1,Aplp1_mef48,Aplp1_mef
OG1965_0	Aplp2,Aplp2_pips1,Aplp2_mef48,Aplp2_mef
OG1966_0	Apoa1bp,Apoa1bp_pips1,Apoa1bp_mef48,Apoa1bp_mef
OG1967_0	Apoa2,Apoa2_pips1,Apoa2_mef48,Apoa2_mef
OG1968_0	Apobec1,Apobec1_pips1,Apobec1_mef48,Apobec1_mef
OG1969_0	Apobec2,Apobec2_pips1,Apobec2_mef48,Apobec2_mef
OG1970_0	Apobec3,Apobec3_pips1,Apobec3_mef48,Apobec3_mef
OG1971_0	Apobr,Apobr_pips1,Apobr_mef48,Apobr_mef
OG1972_0	Apoc1,Apoc1_pips1,Apoc1_mef48,Apoc1_mef
OG1973_0	Apod,Apod_pips1,Apod_mef48,Apod_mef
OG1974_0	Apoe,Apoe_pips1,Apoe_mef48,Apoe_mef
OG1975_0	Apol10b,Apol10b_pips1,Apol10b_mef48,Apol10b_mef
OG1976_0	Apol6,Apol6_pips1,Apol6_mef48,Apol6_mef
OG1977_0	Apol7a,Apol7a_pips1,Apol7a_mef48,Apol7a_mef
OG1978_0	Apol7d,Apol7d_pips1,Apol7d_mef48,Apol7d_mef
OG1979_0	Apol8,Apol8_pips1,Apol8_mef48,Apol8_mef
OG1980_0	Apol9a,Apol9a_pips1,Apol9a_mef48,Apol9a_mef
OG1981_0	Apol9b,Apol9b_pips1,Apol9b_mef48,Apol9b_mef
OG1982_0	Apom,Apom_pips1,Apom_mef48,Apom_mef
OG1983_0	Apoo,Apoo_pips1,Apoo_mef48,Apoo_mef
OG1984_0	Apoo-ps,Apoo-ps_pips1,Apoo-ps_mef48,Apoo-ps_mef
OG1985_0	Apool,Apool_pips1,Apool_mef48,Apool_mef
OG1986_0	App,App_pips1,App_mef48,App_mef
OG1987_0	Appbp2,Appbp2_pips1,Appbp2_mef48,Appbp2_mef
OG1988_0	Appl1,Appl1_pips1,Appl1_mef48,Appl1_mef
OG1989_0	Appl2,Appl2_pips1,Appl2_mef48,Appl2_mef
OG1990_0	Aprt,Aprt_pips1,Aprt_mef48,Aprt_mef
OG1991_0	Aptx,Aptx_pips1,Aptx_mef48,Aptx_mef
OG1992_0	Aqp1,Aqp1_pips1,Aqp1_mef48,Aqp1_mef
OG1993_0	Aqp11,Aqp11_pips1,Aqp11_mef48,Aqp11_mef
OG1994_0	Aqp2,Aqp2_pips1,Aqp2_mef48,Aqp2_mef
OG1995_0	Aqp3,Aqp3_pips1,Aqp3_mef48,Aqp3_mef
OG1996_0	Aqp5,Aqp5_pips1,Aqp5_mef48,Aqp5_mef
OG1997_0	Aqr,Aqr_pips1,Aqr_mef48,Aqr_mef
OG1998_0	Ar,Ar_pips1,Ar_mef48,Ar_mef
OG1999_0	Araf,Araf_pips1,Araf_mef48,Araf_mef
OG2000_0	Arap1,Arap1_pips1,Arap1_mef48,Arap1_mef
OG2001_0	Arap2,Arap2_pips1,Arap2_mef48,Arap2_mef
OG2002_0	Arap3,Arap3_pips1,Arap3_mef48,Arap3_mef
OG2003_0	Arc,Arc_pips1,Arc_mef48,Arc_mef
OG2004_0	Arcn1,Arcn1_pips1,Arcn1_mef48,Arcn1_mef
OG2005_0	Areg,Areg_pips1,Areg_mef48,Areg_mef
OG2006_0	Arf1,Arf1_pips1,Arf1_mef48,Arf1_mef
OG2007_0	Arf2,Arf2_pips1,Arf2_mef48,Arf2_mef
OG2008_0	Arf3,Arf3_pips1,Arf3_mef48,Arf3_mef
OG2009_0	Arf4,Arf4_pips1,Arf4_mef48,Arf4_mef
OG2010_0	Arf5,Arf5_pips1,Arf5_mef48,Arf5_mef
OG2011_0	Arf6,Arf6_pips1,Arf6_mef48,Arf6_mef
OG2012_0	Arfgap1,Arfgap1_pips1,Arfgap1_mef48,Arfgap1_mef
OG2013_0	Arfgap2,Arfgap2_pips1,Arfgap2_mef48,Arfgap2_mef
OG2014_0	Arfgap3,Arfgap3_pips1,Arfgap3_mef48,Arfgap3_mef
OG2015_0	Arfgef1,Arfgef1_pips1,Arfgef1_mef48,Arfgef1_mef
OG2016_0	Arfgef2,Arfgef2_pips1,Arfgef2_mef48,Arfgef2_mef
OG2017_0	Arfip1,Arfip1_pips1,Arfip1_mef48,Arfip1_mef
OG2018_0	Arfip2,Arfip2_pips1,Arfip2_mef48,Arfip2_mef
OG2019_0	Arfrp1,Arfrp1_pips1,Arfrp1_mef48,Arfrp1_mef
OG2020_0	Arg1,Arg1_pips1,Arg1_mef48,Arg1_mef
OG2021_0	Arglu1,Arglu1_pips1,Arglu1_mef48,Arglu1_mef
OG2022_0	Arhgap1,Arhgap1_pips1,Arhgap1_mef48,Arhgap1_mef
OG2023_0	Arhgap10,Arhgap10_pips1,Arhgap10_mef48,Arhgap10_mef
OG2024_0	Arhgap11a,Arhgap11a_pips1,Arhgap11a_mef48,Arhgap11a_mef
OG2025_0	Arhgap12,Arhgap12_pips1,Arhgap12_mef48,Arhgap12_mef
OG2026_0	Arhgap17,Arhgap17_pips1,Arhgap17_mef48,Arhgap17_mef
OG2027_0	Arhgap18,Arhgap18_pips1,Arhgap18_mef48,Arhgap18_mef
OG2028_0	Arhgap19,Arhgap19_pips1,Arhgap19_mef48,Arhgap19_mef
OG2029_0	Arhgap20,Arhgap20_pips1,Arhgap20_mef48,Arhgap20_mef
OG2030_0	Arhgap21,Arhgap21_pips1,Arhgap21_mef48,Arhgap21_mef
OG2031_0	Arhgap22,Arhgap22_pips1,Arhgap22_mef48,Arhgap22_mef
OG2032_0	Arhgap23,Arhgap23_pips1,Arhgap23_mef48,Arhgap23_mef
OG2033_0	Arhgap24,Arhgap24_pips1,Arhgap24_mef48,Arhgap24_mef
OG2034_0	Arhgap25,Arhgap25_pips1,Arhgap25_mef48,Arhgap25_mef
OG2035_0	Arhgap26,Arhgap26_pips1,Arhgap26_mef48,Arhgap26_mef
OG2036_0	Arhgap27,Arhgap27_pips1,Arhgap27_mef48,Arhgap27_mef
OG2037_0	Arhgap28,Arhgap28_pips1,Arhgap28_mef48,Arhgap28_mef
OG2038_0	Arhgap29,Arhgap29_pips1,Arhgap29_mef48,Arhgap29_mef
OG2039_0	Arhgap30,Arhgap30_pips1,Arhgap30_mef48,Arhgap30_mef
OG2040_0	Arhgap31,Arhgap31_pips1,Arhgap31_mef48,Arhgap31_mef
OG2041_0	Arhgap32,Arhgap32_pips1,Arhgap32_mef48,Arhgap32_mef
OG2042_0	Arhgap33,Arhgap33_pips1,Arhgap33_mef48,Arhgap33_mef
OG2043_0	Arhgap39,Arhgap39_pips1,Arhgap39_mef48,Arhgap39_mef
OG2044_0	Arhgap4,Arhgap4_pips1,Arhgap4_mef48,Arhgap4_mef
OG2045_0	Arhgap42,Arhgap42_pips1,Arhgap42_mef48,Arhgap42_mef
OG2046_0	Arhgap44,Arhgap44_pips1,Arhgap44_mef48,Arhgap44_mef
OG2047_0	Arhgap5,Arhgap5_pips1,Arhgap5_mef48,Arhgap5_mef
OG2048_0	Arhgap6,Arhgap6_pips1,Arhgap6_mef48,Arhgap6_mef
OG2049_0	Arhgap8,Arhgap8_pips1,Arhgap8_mef48,Arhgap8_mef
OG2050_0	Arhgap9,Arhgap9_pips1,Arhgap9_mef48,Arhgap9_mef
OG2051_0	Arhgdia,Arhgdia_pips1,Arhgdia_mef48,Arhgdia_mef
OG2052_0	Arhgdib,Arhgdib_pips1,Arhgdib_mef48,Arhgdib_mef
OG2053_0	Arhgdig,Arhgdig_pips1,Arhgdig_mef48,Arhgdig_mef
OG2054_0	Arhgef1,Arhgef1_pips1,Arhgef1_mef48,Arhgef1_mef
OG2055_0	Arhgef10,Arhgef10_pips1,Arhgef10_mef48,Arhgef10_mef
OG2056_0	Arhgef10l,Arhgef10l_pips1,Arhgef10l_mef48,Arhgef10l_mef
OG2057_0	Arhgef11,Arhgef11_pips1,Arhgef11_mef48,Arhgef11_mef
OG2058_0	Arhgef12,Arhgef12_pips1,Arhgef12_mef48,Arhgef12_mef
